12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,12,12,8,6,6,6,9,12,12,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,12,12,12,12,12,12,12,12,12,12,12,12,12,8,6,6,6,6,6,6,6,6,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,12,12,12,12,12,12,12,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,12,12,12
12,12,12,12,12,12,12,8,6,6,6,6,6,6,6,6,6,6,6,6,9,12,8,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,5,9,8,7,23,-1,24,5,9,8,7,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,12,8,6,6,6,6,6,6,6,6,6,9,12,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,12,12,12,12,12,12,8,7,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,9,12,12
12,12,12,12,12,12,12,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,8,7,-1,-1,-1,-1,-1,-1,-1,-1,20,20,18,21,-1,-1,-1,-1,-1,-1,-1,-1,24,5,7,23,-1,-1,-1,24,5,7,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,12,4,23,-1,-1,-1,-1,-1,-1,-1,24,3,12,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,12,12,12,12,12,8,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,24,5,9,12
12,12,12,12,12,12,12,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,12,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,6,6,6,9,8,7,-1,-1,-1,-1,-1,22,22,20,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,24,3,12
12,12,12,8,6,6,6,7,-1,-1,-1,-1,-1,-1,-1,22,16,-1,-1,-1,3,4,-1,-1,21,-1,-1,-1,-1,-1,5,6,6,6,6,6,9,0,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,12,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,3,4,-1,-1,-1,-1,-1,1,0,0,2,-1,-1,-1,-1,-1,1,0,11,4,-1,18,20,-1,3,12
12,12,12,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,3,10,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,9,0,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,21,-1,-1,-1,-1,-1,-1,16,-1,-1,20,21,20,25,18,25,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,12,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,-1,18,-1,-1,-1,-1,-1,3,4,25,-1,-1,-1,-1,5,6,9,10,0,0,2,-1,3,12
12,12,12,4,-1,-1,-1,-1,-1,-1,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,3,8,6,6,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,9,0,19,-1,-1,-1,5,7,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,12,4,25,21,16,20,21,20,16,21,25,1,0,2,-1,-1,20,18,20,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,10,0,0,2,-1,-1,-1,-1,3,10,2,-1,-1,-1,-1,-1,-1,3,4,-1,-1,-1,-1,3,12
12,12,12,4,-1,17,19,19,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,10,2,-1,-1,-1,24,23,-1,-1,-1,-1,-1,5,23,-1,-1,-1,1,11,12,12,12,12,12,12,12,12,12,12,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,12,10,0,0,0,0,0,0,0,0,0,11,12,10,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,8,6,6,7,-1,-1,-1,-1,3,12,10,2,25,-1,-1,-1,-1,3,4,-1,1,0,0,11,12
12,12,12,10,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,7,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,3,12,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,9,8,6,6,6,6,6,6,6,6,6,6,6,2,-1,-1,-1,-1,-1,-1,-1,-1,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,22,-1,-1,-1,-1,-1,-1,-1,-1,3,4,23,-1,-1,-1,-1,1,0,11,12,12,10,2,-1,18,18,-1,3,4,-1,-1,-1,-1,24,3
12,12,12,8,6,9,12,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,25,-1,-1,3,10,2,-1,-1,-1,-1,16,-1,3,8,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,2,-1,-1,-1,-1,19,25,-1,-1,3,4,-1,-1,-1,-1,-1,3,12,12,12,12,12,10,0,0,0,0,11,10,0,0,2,-1,-1,3
